遊戲名稱,伺服器,角色名稱,停權時間,停權事由,懲處方式
彩虹島物語,浮生夢蝶,2024-07-31 04:25:32,資料異常,請洽客服人員
彩虹島物語,黑夜i,2024-07-31 04:11:58,未能配合線上GM查緝作業，使用外掛(含自動練功、軟硬體加速、破解外掛、卡鍵…等),帳號永久停權
彩虹島物語,周杰倫JAY,2024-07-23 05:29:38,資料異常,請洽客服人員
彩虹島物語,奧波次的而法國,2024-07-23 05:29:28,未能配合線上GM查緝作業，使用外掛(含自動練功、軟硬體加速、破解外掛、卡鍵…等),帳號永久停權
彩虹島物語,一只搬磚的大倉鼠,2024-07-23 05:29:17,未能配合線上GM查緝作業，使用外掛(含自動練功、軟硬體加速、破解外掛、卡鍵…等),帳號永久停權
彩虹島物語,珨湮硐累扷,2024-07-23 05:29:08,未能配合線上GM查緝作業，使用外掛(含自動練功、軟硬體加速、破解外掛、卡鍵…等),帳號永久停權
彩虹島物語,周杰倫JAY3,2024-07-23 05:28:54,未能配合線上GM查緝作業，使用外掛(含自動練功、軟硬體加速、破解外掛、卡鍵…等),帳號永久停權
彩虹島物語,南河,2024-07-23 02:23:10,未能配合線上GM查緝作業，使用外掛(含自動練功、軟硬體加速、破解外掛、卡鍵…等),帳號永久停權
彩虹島物語,一曲斷紅塵,2024-07-21 04:44:06,未能配合線上GM查緝作業，使用外掛(含自動練功、軟硬體加速、破解外掛、卡鍵…等),帳號永久停權
彩虹島物語,狐有九尾僅一情,2024-07-21 01:03:48,未能配合線上GM查緝作業，使用外掛(含自動練功、軟硬體加速、破解外掛、卡鍵…等),帳號永久停權
彩虹島物語,柳生劍影,2024-07-18 14:07:07,資料異常,請洽客服人員
彩虹島物語,多寶魚豆餅,2024-07-18 14:07:07,資料異常,請洽客服人員
彩虹島物語,湛盧無方,2024-07-18 14:07:07,資料異常,請洽客服人員
彩虹島物語,幻舞劍客,2024-07-18 14:07:07,資料異常,請洽客服人員
彩虹島物語,銅木子,2024-07-18 14:07:07,資料異常,請洽客服人員
彩虹島物語,燈魂者,2024-07-18 14:07:07,資料異常,請洽客服人員
彩虹島物語,暗月之刀,2024-07-18 14:07:07,資料異常,請洽客服人員
彩虹島物語,zz***j8,2024-07-18 11:37:57,使用外掛或利用輔助程式進行遊戲(經官方人員查證屬實),帳號永久停權
彩虹島物語,zz***k6,2024-07-18 11:37:56,使用外掛或利用輔助程式進行遊戲(經官方人員查證屬實),帳號永久停權
彩虹島物語,wa**sd,2024-07-18 11:37:56,使用外掛或利用輔助程式進行遊戲(經官方人員查證屬實),帳號永久停權
彩虹島物語,wa**sj,2024-07-18 11:37:56,使用外掛或利用輔助程式進行遊戲(經官方人員查證屬實),帳號永久停權
彩虹島物語,zz**sd,2024-07-18 11:37:56,使用外掛或利用輔助程式進行遊戲(經官方人員查證屬實),帳號永久停權
彩虹島物語,zz****10,2024-07-18 11:37:56,使用外掛或利用輔助程式進行遊戲(經官方人員查證屬實),帳號永久停權
彩虹島物語,zz***j9,2024-07-18 11:37:56,使用外掛或利用輔助程式進行遊戲(經官方人員查證屬實),帳號永久停權
彩虹島物語,zz***k3,2024-07-18 11:37:56,使用外掛或利用輔助程式進行遊戲(經官方人員查證屬實),帳號永久停權
彩虹島物語,zz***k1,2024-07-18 11:37:56,使用外掛或利用輔助程式進行遊戲(經官方人員查證屬實),帳號永久停權
彩虹島物語,wa**hj,2024-07-18 11:37:56,使用外掛或利用輔助程式進行遊戲(經官方人員查證屬實),帳號永久停權
彩虹島物語,zz**sf,2024-07-18 11:37:56,使用外掛或利用輔助程式進行遊戲(經官方人員查證屬實),帳號永久停權
彩虹島物語,wa**sg,2024-07-18 11:37:56,使用外掛或利用輔助程式進行遊戲(經官方人員查證屬實),帳號永久停權
彩虹島物語,wa**sn,2024-07-18 11:37:56,使用外掛或利用輔助程式進行遊戲(經官方人員查證屬實),帳號永久停權
彩虹島物語,wa**sm,2024-07-18 11:37:56,使用外掛或利用輔助程式進行遊戲(經官方人員查證屬實),帳號永久停權
彩虹島物語,wa**sb,2024-07-18 11:37:56,使用外掛或利用輔助程式進行遊戲(經官方人員查證屬實),帳號永久停權
彩虹島物語,zz***k2,2024-07-18 11:37:56,使用外掛或利用輔助程式進行遊戲(經官方人員查證屬實),帳號永久停權
彩虹島物語,zz***j3,2024-07-18 11:37:56,使用外掛或利用輔助程式進行遊戲(經官方人員查證屬實),帳號永久停權
彩虹島物語,芒果魚,2024-06-17 11:44:04,有影射現實生活的金錢做買賣情況(經官方人員查證屬實)，第一次違規,警告乙支
彩虹島物語,小簡單,2024-06-07 17:49:37,有影射現實生活的金錢做買賣情況(經官方人員查證屬實),警告限期改善
彩虹島物語,女賊耍流氓,2024-06-05 15:13:09,有影射現實生活的金錢做買賣情況(經官方人員查證屬實)，第一次違規,警告乙支
彩虹島物語,Aurora1234,2024-05-31 17:28:57,有影射現實生活的金錢做買賣情況(經官方人員查證屬實)，第一次違規,警告乙支
彩虹島物語,桃知名,2024-05-31 17:28:46,有影射現實生活的金錢做買賣情況(經官方人員查證屬實)，第一次違規,警告乙支
彩虹島物語,Rua小皇喵,2024-05-31 17:28:32,有影射現實生活的金錢做買賣情況(經官方人員查證屬實)，第一次違規,警告乙支
彩虹島物語,TT小倉庫,2024-05-31 17:28:20,有影射現實生活的金錢做買賣情況(經官方人員查證屬實)，第一次違規,警告乙支
彩虹島物語,不太行啊,2024-05-31 13:35:53,有影射現實生活的金錢做買賣情況(經官方人員查證屬實)，第一次違規,警告乙支
彩虹島物語,銀色王冠,2024-05-31 13:34:42,有影射現實生活的金錢做買賣情況(經官方人員查證屬實)，第一次違規,警告乙支
彩虹島物語,睡在你身旁,2024-05-29 18:11:02,影射現實生活的金錢做買賣情況(經官方人員查證屬實),警告乙次
彩虹島物語,孤月湘,2024-05-29 15:44:57,有影射現實生活的金錢做買賣情況(經官方人員查證屬實)，第一次違規,警告乙支
彩虹島物語,JuLi,2024-05-23 11:12:43,有影射現實生活的金錢做買賣情況(經官方人員查證屬實)，第一次違規,警告乙支
彩虹島物語,灼灼i,2024-05-22 15:39:46,有影射現實生活的金錢做買賣情況(經官方人員查證屬實)，第一次違規,警告乙支
彩虹島物語,林七七,2024-05-22 15:21:35,有影射現實生活的金錢做買賣情況(經官方人員查證屬實)，第二次違規,帳號停權7日
彩虹島物語,麥麥呀,2024-05-22 14:51:44,有影射現實生活的金錢做買賣情況(經官方人員查證屬實)，第三次違規,永久停權
彩虹島物語,八滿,2024-05-20 22:44:11,資料異常,請洽客服人員
彩虹島物語,萌萌劍豪,2024-05-20 22:44:11,資料異常,請洽客服人員
彩虹島物語,林七七,2024-05-20 22:44:11,資料異常,請洽客服人員
彩虹島物語,給她搞裡頭好嗎,2024-05-20 22:44:11,資料異常,請洽客服人員
彩虹島物語,JuLi,2024-05-20 22:44:11,資料異常,請洽客服人員
彩虹島物語,Aurora1234,2024-05-20 22:44:11,資料異常,請洽客服人員
彩虹島物語,糯米昂,2024-05-20 22:42:43,資料異常,請洽客服人員
彩虹島物語,YoNu,2024-05-20 22:42:43,資料異常,請洽客服人員
彩虹島物語,傘木希美i,2024-05-20 22:42:43,資料異常,請洽客服人員
彩虹島物語,瘋狂摸牌01,2024-05-20 22:42:43,資料異常,請洽客服人員
彩虹島物語,Flamingo1,2024-05-20 22:42:43,資料異常,請洽客服人員
彩虹島物語,Duns,2024-05-20 22:42:43,資料異常,請洽客服人員
彩虹島物語,蝴褋效應,2024-05-20 22:42:43,有影射現實生活的金錢做買賣情況(經官方人員查證屬實),警告限期改善
彩虹島物語,告歌,2024-05-20 22:42:43,資料異常,請洽客服人員
彩虹島物語,鐘無艷,2024-05-20 22:42:43,資料異常,請洽客服人員
